Graph String Name,Masrik Form of Adjacency Matrix
GCrdvS,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 1 0 0 1 1]
[1 1 1 0 0 1 0 0]
[1 1 0 0 0 0 0 1]
[1 0 0 1 0 0 0 1]
[0 1 1 0 0 0 0 0]
[0 0 1 0 1 1 0 0]"
GCrdts,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 1 1 1]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 1 1 0]
[0 1 1 0 0 1 1 0]
[0 1 0 1 1 0 1 1]
[0 1 0 1 1 1 0 1]
[0 1 0 0 0 1 1 0]"
GCrdrs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 1 1 0]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 1]
[0 1 1 1 0 0 0 1]
[0 0 0 0 1 1 1 0]"
GCrdrk,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 1 0 0 1 0 0 0]
[1 0 0 1 0 1 1 1]
[1 0 0 0 1 0 1 0]
[0 1 0 0 1 1 0 1]
[0 0 1 0 1 0 1 0]"
GCrdt[,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[0 1 1 1 0 0 1 1]
[0 1 1 0 1 1 0 0]
[0 0 1 0 0 1 0 0]"
GCrdr[,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 1 1 1]
[0 1 1 0 1 0 1 0]
[0 1 0 1 1 1 0 1]
[0 0 0 0 1 0 1 0]"
GCrdq{,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 0]
[0 1 1 1 0 0 1 0]
[0 1 0 1 1 1 0 1]
[0 1 0 1 0 0 1 0]"
GCrdvw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 1 0 0]
[1 0 1 0 1 0 0 1]
[1 0 1 0 0 0 0 1]
[0 0 1 1 0 1 1 0]"
GCrdvs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 1 0 0 1]
[1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 1]
[0 0 0 1 0 1 1 0]"
GCrdvk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 1 0 0]
[1 0 1 0 1 0 1 1]
[1 0 1 0 0 1 0 0]
[0 0 1 1 0 1 0 0]"
GCrdv[,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 1 0 1 0 1]
[1 1 1 0 0 0 1 0]
[1 1 0 0 0 1 0 0]
[1 0 1 0 1 0 1 0]
[1 0 0 1 0 1 0 0]
[0 1 1 0 0 0 0 0]"
GCrdu{,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 1]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[0 1 1 1 0 0 1 0]
[0 1 1 0 1 1 0 1]
[0 1 1 0 0 0 1 0]"
GCrdt{,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 1]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[0 1 1 1 0 0 1 1]
[0 1 1 0 1 1 0 0]
[0 1 1 0 0 1 0 0]"
GCrdr{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 0 1 0 0 0]
[1 1 0 0 0 1 0 0]
[1 0 1 0 0 1 0 1]
[1 0 0 1 1 0 1 1]
[1 0 0 0 0 1 0 1]
[0 1 0 0 1 1 1 0]"
GCrdv{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 1 0]
[1 0 1 1 0 0 1 0]
[1 0 1 0 1 1 0 1]
[1 0 1 0 0 0 1 0]"
GCrbv_,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 1]
[0 1 0 1 1 0 0 0]
[0 1 0 1 0 0 0 1]
[0 0 1 1 1 0 1 0]"
GCrbuW,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 1 0 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 1 1]
[0 1 0 1 0 1 0 1]
[0 0 1 0 1 1 1 0]"
GCrbvo,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 1 1]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 1 1]
[0 1 0 1 1 1 0 0]
[0 0 1 1 0 1 0 0]"
GCrbvg,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 1 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 1]
[0 0 1 1 0 0 0 1]
[0 0 0 1 1 1 1 0]"
GCrbvW,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 1 0 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 1 0 1]
[0 1 1 0 1 0 1 1]
[0 1 0 1 0 1 0 1]
[0 0 1 0 1 1 1 0]"
GCrbvS,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 1 0]
[0 1 1 0 0 1 0 1]
[0 0 0 1 1 0 1 0]"
GCrbus,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[0 1 1 0 1 0 0 1]
[0 0 0 1 0 1 1 0]"
GCrbrs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[0 0 1 0 1 0 0 1]
[0 0 0 1 0 1 1 0]"
GCrbu[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[0 1 1 0 1 0 0 1]
[0 1 0 1 0 1 1 0]"
GCrbvw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 1 0]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 1 0 0 0 1]
[1 0 1 0 0 0 0 1]
[0 0 0 1 1 1 1 0]"
GCrbvs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 0 1 0 1 0 0 1]
[0 0 0 1 0 1 1 0]"
GCrbvk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 1 0 0]
[1 0 1 0 1 0 1 0]
[1 0 0 1 0 1 0 1]
[0 1 1 0 0 0 1 0]"
GCrbv[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 1]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 1 0]
[0 1 1 0 0 1 0 1]
[0 1 0 1 1 0 1 0]"
GCrbv{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 0 1 0 1 0 0 1]
[1 0 0 1 0 1 1 0]"
GCre^S,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 1 1 0 1 0]
[1 1 1 0 1 0 0 0]
[1 0 1 1 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 1 1 0 1 1 0 0]
[0 1 0 0 0 0 0 0]"
GCre\s,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 1 0 1 1 0]
[1 0 1 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[0 1 1 1 0 0 1 0]
[0 1 1 0 1 1 0 1]
[0 1 0 0 0 0 1 0]"
GCre][,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 1 1 0 1 0]
[1 1 1 0 1 0 1 0]
[1 0 1 1 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 1 0 0 0]
[0 1 0 0 0 0 0 0]"
GCre^w,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 1 0 0 0 1]
[1 0 1 0 0 0 0 0]
[0 1 1 1 0 1 0 0]"
GCre^s,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 1 0 1 0 1]
[1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 0 1]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[0 1 1 0 1 0 1 0]"
GCre^k,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 1]
[1 1 1 0 1 0 0 1]
[1 1 0 1 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[0 0 1 1 1 0 0 0]"
GCre^[,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 1]
[1 1 1 0 1 0 1 0]
[1 1 0 1 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 1 1 0 0 0]
[0 0 1 0 0 0 0 0]"
GCre^{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 1]
[1 1 1 0 1 0 1 0]
[1 1 0 1 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 1 1 0 0 0]
[1 0 1 0 0 0 0 0]"
GCrfrw,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 1 1]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 1 1]
[0 1 0 1 1 1 0 1]
[0 0 1 1 0 1 1 0]"
GCrfvw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 1 0 0 0 1]
[1 0 1 0 0 0 0 1]
[0 0 1 1 1 1 1 0]"
GCrfvs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 1 0]
[1 1 0 1 1 0 0 0]
[1 1 1 0 0 1 0 1]
[1 1 1 0 0 0 0 1]
[1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 0 1]
[0 0 0 1 1 0 1 0]"
GCrfv[,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 1]
[1 1 0 1 0 0 1 1]
[1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 0]
[0 1 1 0 1 1 0 0]"
GCrfu{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 1]
[1 1 0 1 1 0 0 0]
[1 1 1 0 0 1 0 1]
[1 1 1 0 0 0 0 1]
[1 1 0 1 0 0 0 0]
[1 0 0 0 0 0 0 1]
[0 1 0 1 1 0 1 0]"
GCrfr{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 1]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 0 1 0 1 0 0 1]
[0 1 0 1 0 1 1 0]"
GCrfv{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 1 0]
[1 1 0 1 1 0 0 0]
[1 1 1 0 0 1 0 1]
[1 1 1 0 0 0 0 1]
[1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 0 1]
[1 0 0 1 1 0 1 0]"
GCrfnw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 1 0 0 0 0]
[1 0 1 0 0 0 0 1]
[0 1 1 1 1 0 1 0]"
GCrfns,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 1]
[1 1 0 1 0 0 1 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 1]
[1 0 1 0 1 0 0 0]
[0 1 1 0 1 1 0 0]"
GCrfnk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 1 0]
[1 1 0 1 1 1 0 0]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 1 0 0 0 0]
[0 0 0 1 1 0 0 0]"
GCrfn[,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 1]
[1 1 0 1 1 1 0 0]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 0 0 1 0 0 0 0]
[0 1 0 1 1 0 0 0]"
GCrfm{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 1 0 1 1]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 1 0 0 0 0]
[0 0 1 1 1 0 0 0]"
GCrfl{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 1 0 1 1]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 0 1]
[1 0 1 1 0 0 0 0]
[0 0 1 1 0 1 0 0]"
GCrfj{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 1]
[1 1 0 1 1 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 1 0]
[1 0 1 0 0 1 0 1]
[0 1 0 1 0 0 1 0]"
GCrfn{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 1 0]
[1 1 0 1 1 1 0 0]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 1 0 0 0 0]
[1 0 0 1 1 0 0 0]"
GCrf^w,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 1 0 0 0 1]
[1 0 1 0 0 0 0 0]
[0 1 1 1 1 1 0 0]"
GCrf^[,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 1 0]
[1 1 0 1 1 0 0 1]
[1 1 1 0 0 1 1 0]
[1 1 1 0 0 1 0 0]
[1 1 0 1 1 0 0 0]
[1 1 0 1 0 0 0 0]
[0 0 1 0 0 0 0 0]"
GCrf]{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 1 0 1 1]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 1 1 0 0 0]
[0 0 1 1 0 0 0 0]"
GCrf^{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 1 0]
[1 1 0 1 1 1 0 0]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 1 0 1 1 0 0 0]
[1 0 0 1 0 0 0 0]"
GCrf~w,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 1 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 1 0 0 0 1]
[1 0 1 0 0 0 0 1]
[0 1 1 1 1 1 1 0]"
GCrf~{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 1 1]
[1 1 0 1 1 1 0 0]
[1 1 1 0 0 0 1 1]
[1 1 1 0 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 1 0 1 1 0 0 0]
[1 1 0 1 0 0 0 0]"
GCrRV_,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 1]
[0 1 1 1 0 0 0 0]
[0 1 0 1 0 0 0 1]
[0 0 0 1 1 0 1 0]"
GCrRUo,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 0 0]
[1 1 0 0 1 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 0 1]
[0 1 0 0 1 0 1 1]
[0 0 1 0 0 1 0 1]
[0 0 0 0 1 1 1 0]"
GCrRRo,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 1 0 1]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 1 0 0]
[0 1 1 0 1 0 0 0]
[0 1 0 1 0 0 0 1]
[0 0 1 1 0 0 1 0]"
GCrRVG,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 0 0]
[1 1 0 0 0 1 1 0]
[1 1 0 0 0 0 1 1]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 0 0]
[0 0 1 1 0 0 0 1]
[0 0 0 1 1 0 1 0]"
GCrRUg,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 0 0 0]
[1 1 0 0 0 1 1 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 1 1]
[0 0 1 0 1 0 1 1]
[0 0 1 0 1 1 0 1]
[0 0 0 0 1 1 1 0]"
GCrRUW,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 0 0]
[1 1 0 0 1 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 0]
[0 1 0 0 1 0 1 1]
[0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 1 0]"
GCrRVC,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 0 0]
[1 1 0 0 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1]
[0 1 1 0 1 0 0 0]
[0 0 1 0 1 0 0 1]
[0 0 0 0 1 0 1 0]"
GCrRUc,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 1 0 0 0 1]
[1 0 1 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 1 1]
[0 1 0 0 0 1 0 1]
[0 0 1 0 0 1 1 0]"
GCrRTc,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 1 1 0 0]
[1 0 0 1 0 0 0 1]
[0 1 0 1 0 0 1 1]
[0 1 0 0 0 1 0 1]
[0 0 0 0 1 1 1 0]"
GCrRRc,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 0 0]
[1 1 0 0 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[0 1 1 0 0 0 0 1]
[0 0 1 0 1 0 0 1]
[0 0 0 0 1 1 1 0]"
GCrRUS,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 0 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 0 0 1 0 1 0 1]
[0 0 0 0 0 1 1 0]"
GCrRSs,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 1 0 1 0 0]
[1 0 1 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 0 0 1 0 1]
[0 0 0 1 0 1 1 0]"
GCrRQs,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 1]
[0 0 1 0 0 1 0 1]
[0 0 0 1 0 1 1 0]"
GCrRUK,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 1 0 1 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 1 0 1 0 1]
[0 0 0 0 0 1 1 0]"
GCrRTK,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 1 1 0 0]
[1 0 0 1 0 0 1 0]
[0 1 0 1 0 0 1 1]
[0 1 0 0 1 1 0 1]
[0 0 0 0 0 1 1 0]"
GCrRSk,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 1 0 1 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 1 0 1 0 1]
[0 1 0 0 0 1 1 0]"
GCrRVo,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 1 1]
[1 0 1 0 0 0 0 1]
[1 0 0 0 0 0 1 0]
[0 1 0 1 0 1 0 0]
[0 0 1 1 1 0 0 0]"
GCrRVg,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1]
[1 0 0 0 0 0 0 1]
[0 0 1 0 1 0 0 1]
[0 0 0 0 1 1 1 0]"
GCrRVW,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 1 0 1 0]
[1 1 0 0 1 0 0 1]
[1 0 1 1 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 0 0]
[0 0 0 1 1 1 0 0]"
GCrRUw,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 0 0]
[1 1 0 0 1 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 1]
[0 1 0 0 1 0 1 1]
[0 0 1 0 1 1 0 1]
[0 0 0 0 1 1 1 0]"
GCrRVc,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 1 0 0 1]
[0 1 1 0 1 0 0 0]
[0 0 1 0 1 1 0 0]"
GCrRVS,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 1 0 0 1 1]
[0 0 1 0 0 1 0 1]
[0 0 0 0 0 1 1 0]"
GCrRUs,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 0 0 1 0 1]
[0 0 0 1 0 1 1 0]"
GCrRTs,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 1]
[0 1 1 0 0 0 1 1]
[0 1 0 0 0 1 0 1]
[0 0 0 0 1 1 1 0]"
GCrRRs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[0 0 1 0 0 1 0 1]
[0 0 0 1 0 1 1 0]"
GCrRVK,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 1 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 0 1]
[1 0 0 0 1 0 1 1]
[0 1 1 0 0 1 0 0]
[0 0 0 0 1 1 0 0]"
GCrRUk,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 1 0 1 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 1 0 1 0 1]
[0 1 0 0 0 1 1 0]"
GCrRTk,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 1 1 0 0]
[1 0 0 1 0 0 1 0]
[0 1 0 1 0 0 1 1]
[0 1 0 0 1 1 0 1]
[0 1 0 0 0 1 1 0]"
GCrRU[,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 1 0 1 0 1]
[0 0 0 0 0 1 1 0]"
GCrRVw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 1 0 1]
[1 0 1 0 1 0 0 1]
[1 0 0 0 0 0 0 1]
[0 0 0 0 1 1 1 0]"
GCrRVs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 1 1]
[1 0 0 0 0 1 0 1]
[0 0 0 1 0 1 1 0]"
GCrRVk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0]
[1 0 0 0 1 0 1 1]
[1 0 0 0 1 1 0 0]
[0 1 1 0 0 1 0 0]"
GCrRV[,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 1 1]
[1 0 0 1 0 1 0 1]
[0 0 0 0 0 1 1 0]"
